ip.src,ip.dst,ip.proto,eth.src,eth.dst,ipv6.src,ipv6.dst,ip.ttl,ip.id,ip.hdr_len,ip.len,ip.flags.df,tcp.stream,tcp.time_delta,tcp.time_relative,tcp.analysis.initial_rtt,tcp.flags,tcp.window_size_value,tcp.hdr_len,tcp.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,udp.stream,udp.length,icmp.length,http.request.method,http.response.code,http.content_length,ip.ttl
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5983,20,28,0,,,,,,,,,,,62389,80,50,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5984,20,28,0,,,,,,,,,,,62390,80,51,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5984,20,28,0,,,,,,,,,,,62390,80,51,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5985,20,28,0,,,,,,,,,,,62391,80,52,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5985,20,28,0,,,,,,,,,,,62391,80,52,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5986,20,28,0,,,,,,,,,,,62392,80,53,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5986,20,28,0,,,,,,,,,,,62392,80,53,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5987,20,28,0,,,,,,,,,,,62393,80,54,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5987,20,28,0,,,,,,,,,,,62393,80,54,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5988,20,28,0,,,,,,,,,,,62394,80,55,8,,,,,63
